id_evento,numero_caso,cliente_id,etapa_id,canal_id,tipo_verificacion,estado_documentacion,aml_risk_score,fecha_inicio,fecha_fin,tiempo_horas,estado_evento,risk_id,fecha_id,risk_score
950,238,238,2,2,Manual,Complete,false,2026-07-04 00:30:00.000,2026-07-04 15:30:00.000,15.00,Approved,1,20260407,14
949,238,238,1,2,Manual,Complete,false,2026-07-04 00:00:00.000,2026-07-04 12:30:00.000,12.50,Approved,1,20260407,14
800,200,200,6,1,Manual,Complete,false,2026-07-02 23:00:00.000,2026-08-02 17:00:00.000,738.00,Approved,2,20260207,38
799,200,200,4,1,Manual,Complete,false,2026-07-02 15:00:00.000,2026-07-03 11:00:00.000,20.00,Approved,1,20260207,3
798,200,200,2,1,Manual,Complete,false,2026-07-02 05:00:00.000,2026-07-03 03:00:00.000,22.00,Approved,1,20260207,4
797,200,200,1,1,Manual,Complete,false,2026-07-02 00:00:00.000,2026-07-02 17:00:00.000,17.00,Approved,2,20260207,38
656,164,164,6,3,Manual,Complete,false,2026-07-02 23:00:00.000,2026-08-02 17:00:00.000,738.00,Approved,1,20260207,10
655,164,164,4,3,Manual,Complete,false,2026-07-02 15:00:00.000,2026-07-03 11:00:00.000,20.00,Approved,2,20260207,26
654,164,164,2,3,Manual,Complete,false,2026-07-02 05:00:00.000,2026-07-03 03:00:00.000,22.00,Approved,2,20260207,46
653,164,164,1,3,Manual,Complete,false,2026-07-02 00:00:00.000,2026-07-02 17:00:00.000,17.00,Approved,2,20260207,32
1188,297,297,4,2,Manual,Complete,false,2026-07-03 05:30:00.000,2026-07-03 18:30:00.000,13.00,Approved,2,20260307,40
1187,297,297,3,2,Manual,Complete,false,2026-07-03 03:30:00.000,2026-07-03 17:30:00.000,14.00,Approved,1,20260307,20
130,33,33,2,3,Manual,Complete,false,2026-02-03 05:00:00.000,2026-02-04 03:00:00.000,22.00,Approved,1,20260302,0
129,33,33,1,3,Manual,Complete,false,2026-02-03 00:00:00.000,2026-02-03 17:00:00.000,17.00,Approved,1,20260302,12
131,33,33,4,3,Manual,Complete,false,2026-02-03 15:00:00.000,2026-02-04 11:00:00.000,20.00,Approved,2,20260302,37
132,33,33,6,3,Manual,Complete,false,2026-02-03 23:00:00.000,2026-03-03 17:00:00.000,666.00,Approved,1,20260302,17
133,34,34,1,1,Manual,Complete,false,2026-04-04 00:00:00.000,2026-04-04 17:00:00.000,17.00,Approved,1,20260404,9
134,34,34,2,1,Manual,Complete,false,2026-04-04 05:00:00.000,2026-04-05 03:00:00.000,22.00,Approved,1,20260404,3
544,136,136,6,3,Manual,Complete,false,2026-07-04 23:00:00.000,2026-08-04 17:00:00.000,738.00,Approved,2,20260407,37
543,136,136,4,3,Manual,Complete,false,2026-07-04 15:00:00.000,2026-07-05 11:00:00.000,20.00,Approved,2,20260407,33
542,136,136,2,3,Manual,Complete,false,2026-07-04 05:00:00.000,2026-07-05 03:00:00.000,22.00,Approved,2,20260407,49
541,136,136,1,3,Manual,Complete,false,2026-07-04 00:00:00.000,2026-07-04 17:00:00.000,17.00,Approved,1,20260407,19
396,99,99,6,3,Manual,Complete,false,2026-07-03 23:00:00.000,2026-08-03 17:00:00.000,738.00,Approved,2,20260307,41
395,99,99,4,3,Manual,Complete,false,2026-07-03 15:00:00.000,2026-07-04 11:00:00.000,20.00,Approved,2,20260307,49
394,99,99,2,3,Manual,Complete,false,2026-07-03 05:00:00.000,2026-07-04 03:00:00.000,22.00,Approved,1,20260307,9
393,99,99,1,3,Manual,Complete,false,2026-07-03 00:00:00.000,2026-07-03 17:00:00.000,17.00,Approved,1,20260307,6
74,19,19,2,3,Manual,Complete,false,2026-08-01 05:00:00.000,2026-08-02 03:00:00.000,22.00,Approved,2,20260108,26
73,19,19,1,3,Manual,Complete,false,2026-08-01 00:00:00.000,2026-08-01 17:00:00.000,17.00,Approved,1,20260108,8
20,5,5,4,2,Manual,Complete,false,2026-08-05 05:30:00.000,2026-08-05 18:30:00.000,13.00,Approved,1,20260508,20
18,5,5,2,2,Manual,Complete,false,2026-08-05 00:30:00.000,2026-08-05 15:30:00.000,15.00,Approved,3,20260508,71
1148,287,287,4,2,Manual,Complete,false,2026-08-05 05:30:00.000,2026-08-05 18:30:00.000,13.00,Approved,1,20260508,6
1147,287,287,3,2,Manual,Complete,false,2026-08-05 03:30:00.000,2026-08-05 17:30:00.000,14.00,Approved,2,20260508,29
1146,287,287,2,2,Manual,Complete,false,2026-08-05 00:30:00.000,2026-08-05 15:30:00.000,15.00,Approved,1,20260508,5
19,5,5,3,2,Manual,Complete,false,2026-08-05 03:30:00.000,2026-08-05 17:30:00.000,14.00,Approved,1,20260508,7
76,19,19,6,3,Manual,Complete,false,2026-08-01 23:00:00.000,2026-09-01 17:00:00.000,738.00,Approved,1,20260108,2
17,5,5,1,2,Manual,Complete,false,2026-08-05 00:00:00.000,2026-08-05 12:30:00.000,12.50,Approved,1,20260508,4
135,34,34,4,1,Manual,Complete,false,2026-04-04 15:00:00.000,2026-04-05 11:00:00.000,20.00,Approved,2,20260404,38
136,34,34,6,1,Manual,Complete,false,2026-04-04 23:00:00.000,2026-05-04 17:00:00.000,714.00,Approved,1,20260404,10
75,19,19,4,3,Manual,Complete,false,2026-08-01 15:00:00.000,2026-08-02 11:00:00.000,20.00,Approved,1,20260108,16
378,95,95,2,3,Manual,Complete,false,2026-09-05 05:00:00.000,2026-09-06 03:00:00.000,22.00,Approved,1,20260509,13
377,95,95,1,3,Manual,Complete,false,2026-09-05 00:00:00.000,2026-09-05 17:00:00.000,17.00,Approved,2,20260509,35
609,153,153,1,2,Manual,Complete,false,2026-09-03 00:00:00.000,2026-09-03 12:30:00.000,12.50,Approved,2,20260309,33
610,153,153,2,2,Manual,Complete,false,2026-09-03 00:30:00.000,2026-09-03 15:30:00.000,15.00,Approved,3,20260309,75
611,153,153,3,2,Manual,Complete,false,2026-09-03 03:30:00.000,2026-09-03 17:30:00.000,14.00,Approved,1,20260309,16
612,153,153,4,2,Manual,Complete,false,2026-09-03 05:30:00.000,2026-09-03 18:30:00.000,13.00,Approved,2,20260309,44
1156,289,289,6,3,Manual,Complete,false,2026-09-01 23:00:00.000,2026-10-01 17:00:00.000,714.00,Approved,1,20260109,17
1155,289,289,4,3,Manual,Complete,false,2026-09-01 15:00:00.000,2026-09-02 11:00:00.000,20.00,Approved,1,20260109,16
1154,289,289,2,3,Manual,Complete,false,2026-09-01 05:00:00.000,2026-09-02 03:00:00.000,22.00,Approved,1,20260109,6
1153,289,289,1,3,Manual,Complete,false,2026-09-01 00:00:00.000,2026-09-01 17:00:00.000,17.00,Approved,1,20260109,16
379,95,95,4,3,Manual,Complete,false,2026-09-05 15:00:00.000,2026-09-06 11:00:00.000,20.00,Approved,2,20260509,32
380,95,95,6,3,Manual,Complete,false,2026-09-05 23:00:00.000,2026-10-05 17:00:00.000,714.00,Approved,1,20260509,9
742,186,186,2,2,Manual,Complete,false,2026-10-06 00:30:00.000,2026-10-06 15:30:00.000,15.00,Approved,1,20260610,4
743,186,186,3,2,Manual,Complete,false,2026-10-06 03:30:00.000,2026-10-06 17:30:00.000,14.00,Approved,1,20260610,22
744,186,186,4,2,Manual,Complete,false,2026-10-06 05:30:00.000,2026-10-06 18:30:00.000,13.00,Approved,3,20260610,68
456,114,114,6,3,Manual,Complete,false,2026-10-06 23:00:00.000,2026-11-06 17:00:00.000,738.00,Approved,1,20260610,2
455,114,114,4,3,Manual,Complete,false,2026-10-06 15:00:00.000,2026-10-07 11:00:00.000,20.00,Approved,1,20260610,12
454,114,114,2,3,Manual,Complete,false,2026-10-06 05:00:00.000,2026-10-07 03:00:00.000,22.00,Approved,1,20260610,2
453,114,114,1,3,Manual,Complete,false,2026-10-06 00:00:00.000,2026-10-06 17:00:00.000,17.00,Approved,1,20260610,5
992,248,248,6,1,Manual,Suspicious,false,2026-10-02 23:00:00.000,2026-11-02 17:00:00.000,738.00,Approved,2,20260210,28
990,248,248,2,1,Manual,Incomplete,false,2026-10-02 05:00:00.000,2026-10-03 03:00:00.000,22.00,Approved,1,20260210,24
989,248,248,1,1,Manual,Incomplete,false,2026-10-02 00:00:00.000,2026-10-02 17:00:00.000,17.00,Approved,1,20260210,5
741,186,186,1,2,Manual,Complete,false,2026-10-06 00:00:00.000,2026-10-06 12:30:00.000,12.50,Approved,1,20260610,13
729,183,183,1,2,Manual,Complete,false,2026-10-03 00:00:00.000,2026-10-03 12:30:00.000,12.50,Approved,2,20260310,45
730,183,183,2,2,Manual,Complete,false,2026-10-03 00:30:00.000,2026-10-03 15:30:00.000,15.00,Approved,1,20260310,8
731,183,183,3,2,Manual,Complete,false,2026-10-03 03:30:00.000,2026-10-03 17:30:00.000,14.00,Approved,1,20260310,23
732,183,183,4,2,Manual,Complete,false,2026-10-03 05:30:00.000,2026-10-03 18:30:00.000,13.00,Approved,2,20260310,36
737,185,185,1,3,Manual,Complete,false,2026-10-05 00:00:00.000,2026-10-05 17:00:00.000,17.00,Approved,1,20260510,16
738,185,185,2,3,Manual,Complete,false,2026-10-05 05:00:00.000,2026-10-06 03:00:00.000,22.00,Approved,2,20260510,44
739,185,185,4,3,Manual,Complete,false,2026-10-05 15:00:00.000,2026-10-06 11:00:00.000,20.00,Approved,1,20260510,3
740,185,185,6,3,Manual,Complete,false,2026-10-05 23:00:00.000,2026-11-05 17:00:00.000,738.00,Approved,2,20260510,44
176,44,44,6,1,Manual,Expired,false,2026-11-02 23:00:00.000,2026-12-02 17:00:00.000,714.00,Approved,2,20260211,27
1006,252,252,2,3,Manual,Complete,false,2026-11-06 05:00:00.000,2026-11-07 03:00:00.000,22.00,Approved,1,20260611,4
1007,252,252,4,3,Manual,Complete,false,2026-11-06 15:00:00.000,2026-11-07 11:00:00.000,20.00,Approved,1,20260611,6
1008,252,252,6,3,Manual,Complete,false,2026-11-06 23:00:00.000,2026-12-06 17:00:00.000,714.00,Approved,1,20260611,18
1005,252,252,1,3,Manual,Complete,false,2026-11-06 00:00:00.000,2026-11-06 17:00:00.000,17.00,Approved,1,20260611,2
175,44,44,4,1,Manual,Incomplete,false,2026-11-02 15:00:00.000,2026-11-03 11:00:00.000,20.00,Rejected,2,20260211,34
173,44,44,1,1,Manual,Incomplete,false,2026-11-02 00:00:00.000,2026-11-02 17:00:00.000,17.00,Approved,1,20260211,24
174,44,44,2,1,Manual,Expired,false,2026-11-02 05:00:00.000,2026-11-03 03:00:00.000,22.00,Approved,1,20260211,14
913,229,229,1,2,Manual,Expired,false,2026-12-01 00:00:00.000,2026-12-01 12:30:00.000,12.50,Approved,1,20260112,16
914,229,229,2,2,Manual,Expired,false,2026-12-01 00:30:00.000,2026-12-01 15:30:00.000,15.00,Approved,1,20260112,10
915,229,229,3,2,Manual,Incomplete,false,2026-12-01 03:30:00.000,2026-12-01 17:30:00.000,14.00,Approved,1,20260112,20
836,209,209,6,3,Manual,Complete,false,2027-01-05 23:00:00.000,2027-02-05 17:00:00.000,738.00,Approved,1,20260513,16
835,209,209,4,3,Manual,Complete,false,2027-01-05 15:00:00.000,2027-01-06 11:00:00.000,20.00,Approved,1,20260513,5
834,209,209,2,3,Manual,Complete,false,2027-01-05 05:00:00.000,2027-01-06 03:00:00.000,22.00,Approved,1,20260513,14
833,209,209,1,3,Manual,Complete,false,2027-01-05 00:00:00.000,2027-01-05 17:00:00.000,17.00,Approved,2,20260513,38
1082,271,271,2,1,Manual,Expired,false,2027-02-01 05:00:00.000,2027-02-02 03:00:00.000,22.00,Approved,3,20260114,56
217,55,55,1,3,Manual,Complete,false,2026-06-01 00:00:00.000,2026-06-01 17:00:00.000,17.00,Approved,2,20260106,41
219,55,55,4,3,Manual,Complete,false,2026-06-01 15:00:00.000,2026-06-02 11:00:00.000,20.00,Approved,1,20260106,11
218,55,55,2,3,Manual,Complete,false,2026-06-01 05:00:00.000,2026-06-02 03:00:00.000,22.00,Approved,2,20260106,36
220,55,55,6,3,Manual,Complete,false,2026-06-01 23:00:00.000,2026-07-01 17:00:00.000,714.00,Approved,2,20260106,43
916,229,229,4,2,Manual,Expired,false,2026-12-01 05:30:00.000,2026-12-01 18:30:00.000,13.00,Rejected,2,20260112,46
1081,271,271,1,1,Manual,Incomplete,false,2027-02-01 00:00:00.000,2027-02-01 17:00:00.000,17.00,Approved,1,20260114,3
524,131,131,6,3,Manual,Complete,false,2027-02-05 23:00:00.000,2027-03-05 17:00:00.000,666.00,Approved,1,20260514,1
523,131,131,4,3,Manual,Complete,false,2027-02-05 15:00:00.000,2027-02-06 11:00:00.000,20.00,Approved,2,20260514,46
522,131,131,2,3,Manual,Complete,false,2027-02-05 05:00:00.000,2027-02-06 03:00:00.000,22.00,Approved,1,20260514,0
521,131,131,1,3,Manual,Complete,false,2027-02-05 00:00:00.000,2027-02-05 17:00:00.000,17.00,Approved,1,20260514,14
366,92,92,2,3,Manual,Complete,false,2027-03-02 05:00:00.000,2027-03-03 03:00:00.000,22.00,Approved,1,20260215,7
336,84,84,6,1,Manual,Complete,false,2027-03-06 23:00:00.000,2027-04-06 17:00:00.000,738.00,Approved,1,20260615,17
335,84,84,4,1,Manual,Complete,false,2027-03-06 15:00:00.000,2027-03-07 11:00:00.000,20.00,Approved,2,20260615,34
334,84,84,2,1,Manual,Complete,false,2027-03-06 05:00:00.000,2027-03-07 03:00:00.000,22.00,Approved,1,20260615,3
991,248,248,4,1,Manual,Expired,false,2026-10-02 15:00:00.000,2026-10-03 11:00:00.000,20.00,Rejected,1,20260210,17
333,84,84,1,1,Manual,Complete,false,2027-03-06 00:00:00.000,2027-03-06 17:00:00.000,17.00,Approved,1,20260615,1
889,223,223,1,2,Manual,Expired,false,2027-03-01 00:00:00.000,2027-03-01 12:30:00.000,12.50,Approved,1,20260115,9
890,223,223,2,2,Manual,Expired,false,2027-03-01 00:30:00.000,2027-03-01 15:30:00.000,15.00,Approved,1,20260115,3
891,223,223,3,2,Manual,Expired,false,2027-03-01 03:30:00.000,2027-03-01 17:30:00.000,14.00,Approved,1,20260115,12
892,223,223,4,2,Manual,Incomplete,false,2027-03-01 05:30:00.000,2027-03-01 18:30:00.000,13.00,Rejected,1,20260115,11
715,179,179,4,3,Manual,Expired,false,2027-03-05 15:00:00.000,2027-03-06 11:00:00.000,20.00,Rejected,2,20260515,31
368,92,92,6,3,Manual,Complete,false,2027-03-02 23:00:00.000,2027-04-02 17:00:00.000,738.00,Approved,1,20260215,0
367,92,92,4,3,Manual,Complete,false,2027-03-02 15:00:00.000,2027-03-03 11:00:00.000,20.00,Approved,1,20260215,7
713,179,179,1,3,Manual,Expired,false,2027-03-05 00:00:00.000,2027-03-05 17:00:00.000,17.00,Approved,3,20260515,62
714,179,179,2,3,Manual,Incomplete,false,2027-03-05 05:00:00.000,2027-03-06 03:00:00.000,22.00,Approved,2,20260515,47
716,179,179,6,3,Manual,Incomplete,false,2027-03-05 23:00:00.000,2027-04-05 17:00:00.000,738.00,Approved,2,20260515,45
365,92,92,1,3,Manual,Complete,false,2027-03-02 00:00:00.000,2027-03-02 17:00:00.000,17.00,Approved,1,20260215,15
608,152,152,6,3,Manual,Complete,false,2027-04-02 23:00:00.000,2027-05-02 17:00:00.000,714.00,Approved,1,20260216,16
607,152,152,4,3,Manual,Complete,false,2027-04-02 15:00:00.000,2027-04-03 11:00:00.000,20.00,Approved,1,20260216,23
606,152,152,2,3,Manual,Complete,false,2027-04-02 05:00:00.000,2027-04-03 03:00:00.000,22.00,Approved,3,20260216,62
605,152,152,1,3,Manual,Complete,false,2027-04-02 00:00:00.000,2027-04-02 17:00:00.000,17.00,Approved,2,20260216,46
125,32,32,1,1,Manual,Complete,false,2027-04-02 00:00:00.000,2027-04-02 17:00:00.000,17.00,Approved,1,20260216,12
1015,254,254,4,3,Manual,Incomplete,false,2026-05-02 15:00:00.000,2026-05-03 11:00:00.000,20.00,Rejected,1,20260205,7
249,63,63,1,3,Manual,Complete,false,2026-10-03 00:00:00.000,2026-10-03 17:00:00.000,17.00,Approved,2,20260310,49
126,32,32,2,1,Manual,Complete,false,2027-04-02 05:00:00.000,2027-04-03 03:00:00.000,22.00,Approved,1,20260216,16
127,32,32,4,1,Manual,Complete,false,2027-04-02 15:00:00.000,2027-04-03 11:00:00.000,20.00,Approved,1,20260216,14
128,32,32,6,1,Manual,Complete,false,2027-04-02 23:00:00.000,2027-05-02 17:00:00.000,714.00,Approved,1,20260216,2
310,78,78,2,1,Manual,Complete,false,2027-05-06 05:00:00.000,2027-05-07 03:00:00.000,22.00,Approved,2,20260617,34
718,180,180,2,2,Manual,Complete,false,2027-05-06 00:30:00.000,2027-05-06 15:30:00.000,15.00,Approved,1,20260617,19
719,180,180,3,2,Manual,Complete,false,2027-05-06 03:30:00.000,2027-05-06 17:30:00.000,14.00,Approved,1,20260617,6
720,180,180,4,2,Manual,Complete,false,2027-05-06 05:30:00.000,2027-05-06 18:30:00.000,13.00,Approved,1,20260617,13
1144,286,286,4,2,Manual,Incomplete,false,2026-06-04 05:30:00.000,2026-06-04 18:30:00.000,13.00,Rejected,2,20260406,26
250,63,63,2,3,Manual,Complete,false,2026-10-03 05:00:00.000,2026-10-04 03:00:00.000,22.00,Approved,2,20260310,33
251,63,63,4,3,Manual,Complete,false,2026-10-03 15:00:00.000,2026-10-04 11:00:00.000,20.00,Approved,1,20260310,23
252,63,63,6,3,Manual,Complete,false,2026-10-03 23:00:00.000,2026-11-03 17:00:00.000,738.00,Approved,1,20260310,2
1083,271,271,4,1,Manual,Expired,false,2027-02-01 15:00:00.000,2027-02-02 11:00:00.000,20.00,Rejected,2,20260114,40
312,78,78,6,1,Manual,Complete,false,2027-05-06 23:00:00.000,2027-06-06 17:00:00.000,738.00,Approved,2,20260617,26
311,78,78,4,1,Manual,Complete,false,2027-05-06 15:00:00.000,2027-05-07 11:00:00.000,20.00,Approved,1,20260617,9
309,78,78,1,1,Manual,Complete,false,2027-05-06 00:00:00.000,2027-05-06 17:00:00.000,17.00,Approved,1,20260617,5
717,180,180,1,2,Manual,Complete,false,2027-05-06 00:00:00.000,2027-05-06 12:30:00.000,12.50,Approved,2,20260617,28
308,77,77,6,3,Manual,Expired,false,2027-05-05 23:00:00.000,2027-06-05 17:00:00.000,738.00,Approved,1,20260517,13
307,77,77,4,3,Manual,Expired,false,2027-05-05 15:00:00.000,2027-05-06 11:00:00.000,20.00,Rejected,1,20260517,22
305,77,77,1,3,Manual,Incomplete,false,2027-05-05 00:00:00.000,2027-05-05 17:00:00.000,17.00,Approved,1,20260517,17
306,77,77,2,3,Manual,Incomplete,false,2027-05-05 05:00:00.000,2027-05-06 03:00:00.000,22.00,Approved,1,20260517,20
29,8,8,1,2,Manual,Complete,false,2026-06-02 00:00:00.000,2026-06-02 12:30:00.000,12.50,Approved,1,20260206,19
1186,297,297,2,2,Manual,Complete,false,2026-07-03 00:30:00.000,2026-07-03 15:30:00.000,15.00,Approved,1,20260307,10
1185,297,297,1,2,Manual,Complete,false,2026-07-03 00:00:00.000,2026-07-03 12:30:00.000,12.50,Approved,1,20260307,1
976,244,244,6,1,Manual,Complete,false,2027-06-04 23:00:00.000,2027-07-04 17:00:00.000,714.00,Approved,1,20260418,1
975,244,244,4,1,Manual,Complete,false,2027-06-04 15:00:00.000,2027-06-05 11:00:00.000,20.00,Approved,1,20260418,12
974,244,244,2,1,Manual,Complete,false,2027-06-04 05:00:00.000,2027-06-05 03:00:00.000,22.00,Approved,1,20260418,16
973,244,244,1,1,Manual,Complete,false,2027-06-04 00:00:00.000,2027-06-04 17:00:00.000,17.00,Approved,2,20260418,34
956,239,239,6,1,Manual,Complete,false,2027-06-05 23:00:00.000,2027-07-05 17:00:00.000,714.00,Approved,1,20260518,19
955,239,239,4,1,Manual,Complete,false,2027-06-05 15:00:00.000,2027-06-06 11:00:00.000,20.00,Approved,3,20260518,60
954,239,239,2,1,Manual,Complete,false,2027-06-05 05:00:00.000,2027-06-06 03:00:00.000,22.00,Approved,3,20260518,53
953,239,239,1,1,Manual,Complete,false,2027-06-05 00:00:00.000,2027-06-05 17:00:00.000,17.00,Approved,1,20260518,7
689,173,173,1,2,Manual,Complete,false,2027-07-05 00:00:00.000,2027-07-05 12:30:00.000,12.50,Approved,1,20260519,2
1087,272,272,3,2,Manual,Complete,false,2027-07-02 03:30:00.000,2027-07-02 17:30:00.000,14.00,Approved,1,20260219,0
1086,272,272,2,2,Manual,Complete,false,2027-07-02 00:30:00.000,2027-07-02 15:30:00.000,15.00,Approved,1,20260219,18
1085,272,272,1,2,Manual,Complete,false,2027-07-02 00:00:00.000,2027-07-02 12:30:00.000,12.50,Approved,2,20260219,29
691,173,173,3,2,Manual,Complete,false,2027-07-05 03:30:00.000,2027-07-05 17:30:00.000,14.00,Approved,1,20260519,10
692,173,173,4,2,Manual,Complete,false,2027-07-05 05:30:00.000,2027-07-05 18:30:00.000,13.00,Approved,1,20260519,7
1088,272,272,4,2,Manual,Complete,false,2027-07-02 05:30:00.000,2027-07-02 18:30:00.000,13.00,Approved,1,20260219,3
690,173,173,2,2,Manual,Complete,false,2027-07-05 00:30:00.000,2027-07-05 15:30:00.000,15.00,Approved,1,20260519,22
