id_evento;numero_caso;cliente_id;etapa_id;canal_id;tipo_verificacion;estado_documentacion;aml_risk_score;fecha_inicio;fecha_fin;tiempo_horas;estado_evento;risk_id;fecha_id
703;176;176;4;3;Automatica;Complete;FALSE;01/02/2026 15:00;01/02/2026 23:00;8.0;Approved;1;20260201
1004;251;251;6;1;Manual;Complete;FALSE;01/05/2026 23:00;02/05/2026 5:00;6.0;Approved;1;20260501
1003;251;251;4;1;Manual;Complete;FALSE;01/05/2026 15:00;01/05/2026 23:00;8.0;Approved;2;20260501
1002;251;251;2;1;Manual;Complete;FALSE;01/05/2026 5:00;01/05/2026 15:00;10.0;Approved;1;20260501
1001;251;251;1;1;Manual;Complete;FALSE;01/05/2026 0:00;01/05/2026 5:00;5.0;Approved;1;20260501
702;176;176;2;3;Automatica;Complete;FALSE;01/02/2026 5:00;01/02/2026 15:00;10.0;Approved;1;20260201
701;176;176;1;3;Automatica;Complete;FALSE;01/02/2026 0:00;01/02/2026 5:00;5.0;Approved;1;20260201
677;170;170;1;3;Automatica;Complete;FALSE;01/02/2026 0:00;01/02/2026 5:00;5.0;Approved;1;20260201
391;98;98;4;1;Automatica;Complete;FALSE;01/02/2026 15:00;01/02/2026 23:00;8.0;Approved;2;20260201
390;98;98;2;1;Automatica;Complete;FALSE;01/02/2026 5:00;01/02/2026 15:00;10.0;Approved;1;20260201
680;170;170;6;3;Automatica;Complete;FALSE;01/02/2026 23:00;02/02/2026 5:00;6.0;Approved;1;20260201
679;170;170;4;3;Automatica;Complete;FALSE;01/02/2026 15:00;01/02/2026 23:00;8.0;Approved;3;20260201
678;170;170;2;3;Automatica;Complete;FALSE;01/02/2026 5:00;01/02/2026 15:00;10.0;Approved;1;20260201
513;129;129;1;1;Automatica;Complete;FALSE;01/03/2026 0:00;01/03/2026 5:00;5.0;Approved;1;20260301
514;129;129;2;1;Automatica;Complete;FALSE;01/03/2026 5:00;01/03/2026 15:00;10.0;Approved;1;20260301
515;129;129;4;1;Automatica;Complete;FALSE;01/03/2026 15:00;01/03/2026 23:00;8.0;Approved;1;20260301
516;129;129;6;1;Automatica;Complete;FALSE;01/03/2026 23:00;02/03/2026 5:00;6.0;Approved;2;20260301
706;177;177;2;2;Automatica;Complete;FALSE;02/03/2026 0:30;02/03/2026 3:30;3.0;Approved;1;20260302
705;177;177;1;2;Automatica;Complete;FALSE;02/03/2026 0:00;02/03/2026 0:30;0.5;Approved;1;20260302
708;177;177;4;2;Automatica;Complete;FALSE;02/03/2026 5:30;02/03/2026 6:30;1.0;Approved;1;20260302
707;177;177;3;2;Automatica;Complete;FALSE;02/03/2026 3:30;02/03/2026 5:30;2.0;Approved;1;20260302
957;240;240;1;2;Automatica;Complete;FALSE;02/06/2026 0:00;02/06/2026 0:30;0.5;Approved;1;20260602
497;125;125;1;1;Automatica;Complete;FALSE;02/05/2026 0:00;02/05/2026 5:00;5.0;Approved;1;20260502
498;125;125;2;1;Automatica;Complete;FALSE;02/05/2026 5:00;02/05/2026 15:00;10.0;Approved;1;20260502
1049;263;263;1;1;Automatica;Complete;FALSE;02/05/2026 0:00;02/05/2026 5:00;5.0;Approved;1;20260502
1051;263;263;4;1;Automatica;Complete;FALSE;02/05/2026 15:00;02/05/2026 23:00;8.0;Approved;2;20260502
1050;263;263;2;1;Automatica;Complete;FALSE;02/05/2026 5:00;02/05/2026 15:00;10.0;Approved;1;20260502
499;125;125;4;1;Automatica;Complete;FALSE;02/05/2026 15:00;02/05/2026 23:00;8.0;Approved;1;20260502
500;125;125;6;1;Automatica;Complete;FALSE;02/05/2026 23:00;03/05/2026 5:00;6.0;Approved;1;20260502
1052;263;263;6;1;Automatica;Complete;FALSE;02/05/2026 23:00;03/05/2026 5:00;6.0;Approved;2;20260502
16;4;4;6;1;Automatica;Complete;FALSE;02/04/2026 23:00;03/04/2026 5:00;6.0;Approved;1;20260402
184;46;46;4;2;Automatica;Incomplete;FALSE;01/04/2026 5:30;01/04/2026 6:30;1.0;Rejected;1;20260401
960;240;240;4;2;Automatica;Complete;FALSE;02/06/2026 5:30;02/06/2026 6:30;1.0;Approved;3;20260602
959;240;240;3;2;Automatica;Complete;FALSE;02/06/2026 3:30;02/06/2026 5:30;2.0;Approved;2;20260602
958;240;240;2;2;Automatica;Complete;FALSE;02/06/2026 0:30;02/06/2026 3:30;3.0;Approved;1;20260602
15;4;4;4;1;Automatica;Complete;FALSE;02/04/2026 15:00;02/04/2026 23:00;8.0;Approved;1;20260402
14;4;4;2;1;Automatica;Complete;FALSE;02/04/2026 5:00;02/04/2026 15:00;10.0;Approved;1;20260402
13;4;4;1;1;Automatica;Complete;FALSE;02/04/2026 0:00;02/04/2026 5:00;5.0;Approved;1;20260402
765;192;192;1;3;Manual;Complete;FALSE;02/06/2026 0:00;02/06/2026 5:00;5.0;Approved;2;20260602
766;192;192;2;3;Manual;Complete;FALSE;02/06/2026 5:00;02/06/2026 15:00;10.0;Approved;2;20260602
767;192;192;4;3;Manual;Complete;FALSE;02/06/2026 15:00;02/06/2026 23:00;8.0;Approved;2;20260602
768;192;192;6;3;Manual;Complete;FALSE;02/06/2026 23:00;03/06/2026 5:00;6.0;Approved;1;20260602
1056;264;264;4;2;Manual;Complete;FALSE;03/06/2026 5:30;03/06/2026 6:30;1.0;Approved;2;20260603
1054;264;264;2;2;Manual;Complete;FALSE;03/06/2026 0:30;03/06/2026 3:30;3.0;Approved;1;20260603
1053;264;264;1;2;Manual;Complete;FALSE;03/06/2026 0:00;03/06/2026 0:30;0.5;Approved;1;20260603
81;21;21;1;3;Automatica;Incomplete;FALSE;03/03/2026 0:00;03/03/2026 5:00;5.0;Approved;1;20260303
782;196;196;2;3;Automatica;Complete;FALSE;03/04/2026 5:00;03/04/2026 15:00;10.0;Approved;1;20260403
83;21;21;4;3;Automatica;Suspicious;FALSE;03/03/2026 15:00;03/03/2026 23:00;8.0;Rejected;1;20260303
1028;257;257;6;1;Automatica;Complete;FALSE;03/05/2026 23:00;04/05/2026 5:00;6.0;Approved;2;20260503
82;21;21;2;3;Automatica;Suspicious;FALSE;03/03/2026 5:00;03/03/2026 15:00;10.0;Rejected;2;20260303
84;21;21;6;3;Automatica;Suspicious;FALSE;03/03/2026 23:00;04/03/2026 5:00;6.0;Rejected;1;20260303
1027;257;257;4;1;Automatica;Complete;FALSE;03/05/2026 15:00;03/05/2026 23:00;8.0;Approved;1;20260503
1026;257;257;2;1;Automatica;Complete;FALSE;03/05/2026 5:00;03/05/2026 15:00;10.0;Approved;1;20260503
1025;257;257;1;1;Automatica;Complete;FALSE;03/05/2026 0:00;03/05/2026 5:00;5.0;Approved;2;20260503
783;196;196;4;3;Automatica;Complete;FALSE;03/04/2026 15:00;03/04/2026 23:00;8.0;Approved;2;20260403
784;196;196;6;3;Automatica;Complete;FALSE;03/04/2026 23:00;04/04/2026 5:00;6.0;Approved;1;20260403
789;198;198;1;1;Automatica;Complete;FALSE;03/06/2026 0:00;03/06/2026 0:01;0.02;Approved;1;20260603
929;233;233;1;3;Automatica;Incomplete;FALSE;03/05/2026 0:00;03/05/2026 5:00;5.0;Approved;1;20260503
580;145;145;6;3;Manual;Complete;FALSE;03/01/2026 23:00;04/01/2026 5:00;6.0;Approved;1;20260103
790;198;198;2;1;Automatica;Complete;FALSE;03/06/2026 0:01;03/06/2026 0:04;0.05;Approved;1;20260603
97;25;25;1;3;Automatica;Complete;FALSE;03/01/2026 0:00;03/01/2026 5:00;5.0;Approved;1;20260103
98;25;25;2;3;Automatica;Complete;FALSE;03/01/2026 5:00;03/01/2026 15:00;10.0;Approved;2;20260103
99;25;25;4;3;Automatica;Complete;FALSE;03/01/2026 15:00;03/01/2026 23:00;8.0;Approved;1;20260103
100;25;25;6;3;Automatica;Complete;FALSE;03/01/2026 23:00;04/01/2026 5:00;6.0;Approved;2;20260103
791;198;198;4;1;Automatica;Complete;FALSE;03/06/2026 0:04;03/06/2026 0:07;0.05;Approved;1;20260603
579;145;145;4;3;Manual;Complete;FALSE;03/01/2026 15:00;03/01/2026 23:00;8.0;Approved;1;20260103
578;145;145;2;3;Manual;Complete;FALSE;03/01/2026 5:00;03/01/2026 15:00;10.0;Approved;2;20260103
577;145;145;1;3;Manual;Complete;FALSE;03/01/2026 0:00;03/01/2026 5:00;5.0;Approved;1;20260103
792;198;198;6;1;Automatica;Complete;FALSE;03/06/2026 0:07;03/06/2026 0:09;0.03;Approved;1;20260603
930;233;233;2;3;Automatica;Expired;FALSE;03/05/2026 5:00;03/05/2026 15:00;10.0;Approved;2;20260503
932;233;233;6;3;Automatica;Incomplete;FALSE;03/05/2026 23:00;04/05/2026 5:00;6.0;Approved;1;20260503
601;151;151;1;2;Automatica;Complete;FALSE;03/01/2026 0:00;03/01/2026 0:30;0.5;Approved;2;20260103
781;196;196;1;3;Automatica;Complete;FALSE;03/04/2026 0:00;03/04/2026 5:00;5.0;Approved;1;20260403
1055;264;264;3;2;Manual;Complete;FALSE;03/06/2026 3:30;03/06/2026 5:30;2.0;Approved;1;20260603
525;132;132;1;2;Manual;Complete;FALSE;04/06/2026 0:00;04/06/2026 0:30;0.5;Approved;1;20260604
631;158;158;4;1;Automatica;Complete;FALSE;04/02/2026 15:00;04/02/2026 23:00;8.0;Approved;3;20260204
632;158;158;6;1;Automatica;Complete;FALSE;04/02/2026 23:00;05/02/2026 5:00;6.0;Approved;1;20260204
320;80;80;4;2;Automatica;Complete;FALSE;04/02/2026 5:30;04/02/2026 6:30;1.0;Approved;1;20260204
319;80;80;3;2;Automatica;Complete;FALSE;04/02/2026 3:30;04/02/2026 5:30;2.0;Approved;2;20260204
318;80;80;2;2;Automatica;Complete;FALSE;04/02/2026 0:30;04/02/2026 3:30;3.0;Approved;2;20260204
317;80;80;1;2;Automatica;Complete;FALSE;04/02/2026 0:00;04/02/2026 0:30;0.5;Approved;1;20260204
712;178;178;6;3;Automatica;Incomplete;FALSE;04/04/2026 23:00;05/04/2026 5:00;6.0;Approved;1;20260404
709;178;178;1;3;Automatica;Incomplete;FALSE;04/04/2026 0:00;04/04/2026 5:00;5.0;Approved;1;20260404
509;128;128;1;2;Automatica;Complete;FALSE;04/02/2026 0:00;04/02/2026 0:30;0.5;Approved;1;20260204
510;128;128;2;2;Automatica;Complete;FALSE;04/02/2026 0:30;04/02/2026 3:30;3.0;Approved;1;20260204
511;128;128;3;2;Automatica;Complete;FALSE;04/02/2026 3:30;04/02/2026 5:30;2.0;Approved;2;20260204
101;26;26;1;3;Manual;Complete;FALSE;04/02/2026 0:00;04/02/2026 5:00;5.0;Approved;1;20260204
102;26;26;2;3;Manual;Complete;FALSE;04/02/2026 5:00;04/02/2026 15:00;10.0;Approved;2;20260204
103;26;26;4;3;Manual;Complete;FALSE;04/02/2026 15:00;04/02/2026 23:00;8.0;Approved;2;20260204
512;128;128;4;2;Automatica;Complete;FALSE;04/02/2026 5:30;04/02/2026 6:30;1.0;Approved;1;20260204
630;158;158;2;1;Automatica;Complete;FALSE;04/02/2026 5:00;04/02/2026 15:00;10.0;Approved;1;20260204
526;132;132;2;2;Manual;Complete;FALSE;04/06/2026 0:30;04/06/2026 3:30;3.0;Approved;1;20260604
527;132;132;3;2;Manual;Complete;FALSE;04/06/2026 3:30;04/06/2026 5:30;2.0;Approved;1;20260604
528;132;132;4;2;Manual;Complete;FALSE;04/06/2026 5:30;04/06/2026 6:30;1.0;Approved;1;20260604
924;231;231;4;2;Automatica;Complete;FALSE;04/03/2026 5:30;04/03/2026 6:30;1.0;Approved;2;20260304
923;231;231;3;2;Automatica;Complete;FALSE;04/03/2026 3:30;04/03/2026 5:30;2.0;Approved;3;20260304
922;231;231;2;2;Automatica;Complete;FALSE;04/03/2026 0:30;04/03/2026 3:30;3.0;Approved;1;20260304
921;231;231;1;2;Automatica;Complete;FALSE;04/03/2026 0:00;04/03/2026 0:30;0.5;Approved;1;20260304
710;178;178;2;3;Automatica;Incomplete;FALSE;04/04/2026 5:00;04/04/2026 15:00;10.0;Approved;2;20260404
629;158;158;1;1;Automatica;Complete;FALSE;04/02/2026 0:00;04/02/2026 5:00;5.0;Approved;1;20260204
468;117;117;6;1;Manual;Complete;FALSE;05/03/2026 23:00;06/03/2026 5:00;6.0;Approved;2;20260305
467;117;117;4;1;Manual;Complete;FALSE;05/03/2026 15:00;05/03/2026 23:00;8.0;Approved;1;20260305
804;201;201;4;2;Automatica;Complete;FALSE;05/03/2026 5:30;05/03/2026 6:30;1.0;Approved;2;20260305
969;243;243;1;2;Automatica;Complete;FALSE;05/03/2026 0:00;05/03/2026 0:30;0.5;Approved;1;20260305
1069;268;268;1;2;Manual;Complete;FALSE;05/04/2026 0:00;05/04/2026 0:30;0.5;Approved;2;20260405
1070;268;268;2;2;Manual;Complete;FALSE;05/04/2026 0:30;05/04/2026 3:30;3.0;Approved;2;20260405
1072;268;268;4;2;Manual;Complete;FALSE;05/04/2026 5:30;05/04/2026 6:30;1.0;Approved;1;20260405
803;201;201;3;2;Automatica;Complete;FALSE;05/03/2026 3:30;05/03/2026 5:30;2.0;Approved;2;20260305
466;117;117;2;1;Manual;Complete;FALSE;05/03/2026 5:00;05/03/2026 15:00;10.0;Approved;1;20260305
465;117;117;1;1;Manual;Complete;FALSE;05/03/2026 0:00;05/03/2026 5:00;5.0;Approved;1;20260305
464;116;116;6;1;Automatica;Complete;FALSE;05/02/2026 23:00;06/02/2026 5:00;6.0;Approved;1;20260205
802;201;201;2;2;Automatica;Complete;FALSE;05/03/2026 0:30;05/03/2026 3:30;3.0;Approved;1;20260305
463;116;116;4;1;Automatica;Complete;FALSE;05/02/2026 15:00;05/02/2026 23:00;8.0;Approved;2;20260205
801;201;201;1;2;Automatica;Complete;FALSE;05/03/2026 0:00;05/03/2026 0:30;0.5;Approved;1;20260305
1071;268;268;3;2;Manual;Complete;FALSE;05/04/2026 3:30;05/04/2026 5:30;2.0;Approved;1;20260405
1014;254;254;2;3;Manual;Incomplete;FALSE;05/02/2026 5:00;05/02/2026 15:00;10.0;Approved;1;20260205
181;46;46;1;2;Automatica;Incomplete;FALSE;01/04/2026 0:00;01/04/2026 0:30;0.5;Approved;2;20260401
183;46;46;3;2;Automatica;Incomplete;FALSE;01/04/2026 3:30;01/04/2026 5:30;2.0;Approved;1;20260401
182;46;46;2;2;Automatica;Incomplete;FALSE;01/04/2026 0:30;01/04/2026 3:30;3.0;Rejected;3;20260401
178;45;45;2;2;Automatica;Incomplete;FALSE;05/03/2026 0:30;05/03/2026 3:30;3.0;Approved;2;20260305
1016;254;254;6;3;Manual;Incomplete;FALSE;05/02/2026 23:00;06/02/2026 5:00;6.0;Approved;1;20260205
1013;254;254;1;3;Manual;Expired;FALSE;05/02/2026 0:00;05/02/2026 5:00;5.0;Approved;1;20260205
970;243;243;2;2;Automatica;Complete;FALSE;05/03/2026 0:30;05/03/2026 3:30;3.0;Approved;1;20260305
971;243;243;3;2;Automatica;Complete;FALSE;05/03/2026 3:30;05/03/2026 5:30;2.0;Approved;2;20260305
461;116;116;1;1;Automatica;Complete;FALSE;05/02/2026 0:00;05/02/2026 5:00;5.0;Approved;2;20260205
462;116;116;2;1;Automatica;Complete;FALSE;05/02/2026 5:00;05/02/2026 15:00;10.0;Approved;1;20260205
972;243;243;4;2;Automatica;Complete;FALSE;05/03/2026 5:30;05/03/2026 6:30;1.0;Approved;1;20260305
180;45;45;4;2;Automatica;Incomplete;FALSE;05/03/2026 5:30;05/03/2026 6:30;1.0;Rejected;2;20260305
177;45;45;1;2;Automatica;Incomplete;FALSE;05/03/2026 0:00;05/03/2026 0:30;0.5;Approved;1;20260305
332;83;83;4;2;Automatica;Expired;FALSE;05/05/2026 5:30;05/05/2026 6:30;1.0;Rejected;1;20260505
540;135;135;4;2;Automatica;Complete;FALSE;05/03/2026 5:30;05/03/2026 6:30;1.0;Approved;1;20260305
539;135;135;3;2;Automatica;Complete;FALSE;05/03/2026 3:30;05/03/2026 5:30;2.0;Approved;2;20260305
492;123;123;4;2;Automatica;Complete;FALSE;05/03/2026 5:30;05/03/2026 6:30;1.0;Approved;1;20260305
491;123;123;3;2;Automatica;Complete;FALSE;05/03/2026 3:30;05/03/2026 5:30;2.0;Approved;1;20260305
538;135;135;2;2;Automatica;Complete;FALSE;05/03/2026 0:30;05/03/2026 3:30;3.0;Approved;1;20260305
490;123;123;2;2;Automatica;Complete;FALSE;05/03/2026 0:30;05/03/2026 3:30;3.0;Approved;1;20260305
489;123;123;1;2;Automatica;Complete;FALSE;05/03/2026 0:00;05/03/2026 0:30;0.5;Approved;1;20260305
537;135;135;1;2;Automatica;Complete;FALSE;05/03/2026 0:00;05/03/2026 0:30;0.5;Approved;1;20260305
179;45;45;3;2;Automatica;Incomplete;FALSE;05/03/2026 3:30;05/03/2026 5:30;2.0;Rejected;3;20260305
1024;256;256;6;1;Automatica;Complete;FALSE;06/04/2026 23:00;07/04/2026 5:00;6.0;Approved;2;20260406
575;144;144;4;1;Automatica;Complete;FALSE;06/06/2026 15:00;06/06/2026 23:00;8.0;Approved;1;20260606
576;144;144;6;1;Automatica;Complete;FALSE;06/06/2026 23:00;07/06/2026 5:00;6.0;Approved;1;20260606
337;85;85;1;3;Manual;Complete;FALSE;06/01/2026 0:00;06/01/2026 5:00;5.0;Approved;1;20260106
1077;270;270;1;3;Automatica;Expired;FALSE;06/06/2026 0:00;06/06/2026 5:00;5.0;Approved;1;20260606
1078;270;270;2;3;Automatica;Incomplete;FALSE;06/06/2026 5:00;06/06/2026 15:00;10.0;Approved;2;20260606
338;85;85;2;3;Manual;Complete;FALSE;06/01/2026 5:00;06/01/2026 15:00;10.0;Approved;1;20260106
339;85;85;4;3;Manual;Complete;FALSE;06/01/2026 15:00;06/01/2026 23:00;8.0;Approved;1;20260106
340;85;85;6;3;Manual;Complete;FALSE;06/01/2026 23:00;07/01/2026 5:00;6.0;Approved;1;20260106
1080;270;270;6;3;Automatica;Incomplete;FALSE;06/06/2026 23:00;07/06/2026 5:00;6.0;Approved;2;20260606
981;246;246;1;1;Automatica;Complete;FALSE;06/06/2026 0:00;06/06/2026 5:00;5.0;Approved;1;20260606
982;246;246;2;1;Automatica;Complete;FALSE;06/06/2026 5:00;06/06/2026 15:00;10.0;Approved;2;20260606
983;246;246;4;1;Automatica;Complete;FALSE;06/06/2026 15:00;06/06/2026 23:00;8.0;Approved;1;20260606
984;246;246;6;1;Automatica;Complete;FALSE;06/06/2026 23:00;07/06/2026 5:00;6.0;Approved;1;20260606
1021;256;256;1;1;Automatica;Complete;FALSE;06/04/2026 0:00;06/04/2026 5:00;5.0;Approved;2;20260406
104;26;26;6;3;Manual;Complete;FALSE;04/02/2026 23:00;05/02/2026 5:00;6.0;Approved;1;20260204
452;113;113;4;2;Automatica;Expired;FALSE;05/05/2026 5:30;05/05/2026 6:30;1.0;Rejected;2;20260505
1022;256;256;2;1;Automatica;Complete;FALSE;06/04/2026 5:00;06/04/2026 15:00;10.0;Approved;1;20260406
1023;256;256;4;1;Automatica;Complete;FALSE;06/04/2026 15:00;06/04/2026 23:00;8.0;Approved;1;20260406
1141;286;286;1;2;Manual;Incomplete;FALSE;06/04/2026 0:00;06/04/2026 0:30;0.5;Approved;2;20260406
1142;286;286;2;2;Manual;Incomplete;FALSE;06/04/2026 0:30;06/04/2026 3:30;3.0;Approved;1;20260406
1143;286;286;3;2;Manual;Incomplete;FALSE;06/04/2026 3:30;06/04/2026 5:30;2.0;Approved;1;20260406
573;144;144;1;1;Automatica;Complete;FALSE;06/06/2026 0:00;06/06/2026 5:00;5.0;Approved;1;20260606
574;144;144;2;1;Automatica;Complete;FALSE;06/06/2026 5:00;06/06/2026 15:00;10.0;Approved;1;20260606
369;93;93;1;3;Manual;Complete;FALSE;07/03/2026 0:00;07/03/2026 5:00;5.0;Approved;1;20260307
370;93;93;2;3;Manual;Complete;FALSE;07/03/2026 5:00;07/03/2026 15:00;10.0;Approved;1;20260307
371;93;93;4;3;Manual;Complete;FALSE;07/03/2026 15:00;07/03/2026 23:00;8.0;Approved;1;20260307
372;93;93;6;3;Manual;Complete;FALSE;07/03/2026 23:00;08/03/2026 5:00;6.0;Approved;1;20260307
1000;250;250;4;2;Automatica;Complete;FALSE;07/04/2026 5:30;07/04/2026 6:30;1.0;Approved;1;20260407
999;250;250;3;2;Automatica;Complete;FALSE;07/04/2026 3:30;07/04/2026 5:30;2.0;Approved;1;20260407
998;250;250;2;2;Automatica;Complete;FALSE;07/04/2026 0:30;07/04/2026 3:30;3.0;Approved;1;20260407
997;250;250;1;2;Automatica;Complete;FALSE;07/04/2026 0:00;07/04/2026 0:30;0.5;Approved;1;20260407
952;238;238;4;2;Manual;Complete;FALSE;07/04/2026 5:30;07/04/2026 6:30;1.0;Approved;1;20260407
951;238;238;3;2;Manual;Complete;FALSE;07/04/2026 3:30;07/04/2026 5:30;2.0;Approved;3;20260407
950;238;238;2;2;Manual;Complete;FALSE;07/04/2026 0:30;07/04/2026 3:30;3.0;Approved;1;20260407
949;238;238;1;2;Manual;Complete;FALSE;07/04/2026 0:00;07/04/2026 0:30;0.5;Approved;1;20260407
800;200;200;6;1;Manual;Complete;FALSE;07/02/2026 23:00;08/02/2026 5:00;6.0;Approved;2;20260207
799;200;200;4;1;Manual;Complete;FALSE;07/02/2026 15:00;07/02/2026 23:00;8.0;Approved;1;20260207
798;200;200;2;1;Manual;Complete;FALSE;07/02/2026 5:00;07/02/2026 15:00;10.0;Approved;1;20260207
797;200;200;1;1;Manual;Complete;FALSE;07/02/2026 0:00;07/02/2026 5:00;5.0;Approved;2;20260207
796;199;199;6;3;Automatica;Complete;FALSE;07/01/2026 23:00;08/01/2026 5:00;6.0;Approved;1;20260107
795;199;199;4;3;Automatica;Complete;FALSE;07/01/2026 15:00;07/01/2026 23:00;8.0;Approved;2;20260107
794;199;199;2;3;Automatica;Complete;FALSE;07/01/2026 5:00;07/01/2026 15:00;10.0;Approved;2;20260107
793;199;199;1;3;Automatica;Complete;FALSE;07/01/2026 0:00;07/01/2026 5:00;5.0;Approved;2;20260107
660;165;165;4;2;Automatica;Complete;FALSE;07/03/2026 5:30;07/03/2026 6:30;1.0;Approved;1;20260307
659;165;165;3;2;Automatica;Complete;FALSE;07/03/2026 3:30;07/03/2026 5:30;2.0;Approved;1;20260307
658;165;165;2;2;Automatica;Complete;FALSE;07/03/2026 0:30;07/03/2026 3:30;3.0;Approved;1;20260307
657;165;165;1;2;Automatica;Complete;FALSE;07/03/2026 0:00;07/03/2026 0:30;0.5;Approved;2;20260307
656;164;164;6;3;Manual;Complete;FALSE;07/02/2026 23:00;08/02/2026 5:00;6.0;Approved;1;20260207
655;164;164;4;3;Manual;Complete;FALSE;07/02/2026 15:00;07/02/2026 23:00;8.0;Approved;2;20260207
654;164;164;2;3;Manual;Complete;FALSE;07/02/2026 5:00;07/02/2026 15:00;10.0;Approved;2;20260207
653;164;164;1;3;Manual;Complete;FALSE;07/02/2026 0:00;07/02/2026 5:00;5.0;Approved;2;20260207
1188;297;297;4;2;Manual;Complete;FALSE;07/03/2026 5:30;07/03/2026 6:30;1.0;Approved;2;20260307
1187;297;297;3;2;Manual;Complete;FALSE;07/03/2026 3:30;07/03/2026 5:30;2.0;Approved;1;20260307
1104;276;276;6;1;Automatica;Incomplete;FALSE;07/06/2026 23:00;08/06/2026 5:00;6.0;Approved;1;20260607
1102;276;276;2;1;Automatica;Expired;FALSE;07/06/2026 5:00;07/06/2026 15:00;10.0;Approved;2;20260607
1101;276;276;1;1;Automatica;Expired;FALSE;07/06/2026 0:00;07/06/2026 5:00;5.0;Approved;1;20260607
531;133;133;4;1;Automatica;Incomplete;FALSE;01/01/2026 15:00;01/01/2026 23:00;8.0;Rejected;1;20260101
130;33;33;2;3;Manual;Complete;FALSE;02/03/2026 5:00;02/03/2026 15:00;10.0;Approved;1;20260302
129;33;33;1;3;Manual;Complete;FALSE;02/03/2026 0:00;02/03/2026 5:00;5.0;Approved;1;20260302
131;33;33;4;3;Manual;Complete;FALSE;02/03/2026 15:00;02/03/2026 23:00;8.0;Approved;2;20260302
132;33;33;6;3;Manual;Complete;FALSE;02/03/2026 23:00;03/03/2026 5:00;6.0;Approved;1;20260302
484;121;121;4;2;Automatica;Incomplete;FALSE;03/01/2026 5:30;03/01/2026 6:30;1.0;Rejected;2;20260103
133;34;34;1;1;Manual;Complete;FALSE;04/04/2026 0:00;04/04/2026 5:00;5.0;Approved;1;20260404
134;34;34;2;1;Manual;Complete;FALSE;04/04/2026 5:00;04/04/2026 15:00;10.0;Approved;1;20260404
